Timestamp,Stopień naukowy do umieszczenia na certyfikacie uczestnictwa w konferencji (o ile dotyczy),Chcesz podzielić się odpowiedzią na to pytanie? Chętnie przedstawimy najciekawsze odpowiedzi,Czy chcesz uczestniczyć w konferencji?,W którym warsztacie porannym chciałabyś/chciałbyś uczestniczyć 27.09?,W którym warsztacie popołudniowym chciałabyś/chciałbyś uczestniczyć 27.09?,Obecne stanowisko,"Tematyka, którą się zajmujesz","Tematyka, którą się interesujesz","Proszę wpisz (po przecinku) najważniejsze technologie, z którymi pracujesz na co dzień","Proszę wpisz (po przecinku) pakiety do R, z którymi pracujesz na co dzień",Doświadczenie związane z analizą i przetwarzaniem danych - wpisz liczbę oznaczającą lata,Doświadczenie związane z pakietem statystycznym R - wpisz liczbę oznaczającą lata,Płeć,Kraj,Miasto,czy_ostatecznie_bedzie_na_konferencji,wiek
3/16/2017 21:18:30,NA,NA,Tak,Żadnym,Żadnym,NA,"wizualizacja danych, R w biznesie, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","metodologia statystyczna, wizualizacja danych, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, statystyka przestrzenna, tworzenie i wizualizacja map, R w badaniach społecznych, analiza tekstu, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","RStudio, Tableau","dplyr, tidyr, ggplot2, stringr",1,1,Kobieta,Polska,Warszawa,TRUE,NA
3/20/2017 8:53:33,mgr inż.,NA,Tak,Kiedy brakuje wydajności... R i C++ = Rcpp,Kombajn do uczenia maszynowego - MLR w praktyce,Tools & Methods Specialist,"metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, obliczenia wysokowydajnościowe, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","R, SQL, VBA, C++","tidyverse, sqlite, shiny, htmlwidgets",2,2,Mężczyzna,Polska,Warszawa,TRUE,NA
3/20/2017 11:42:28,mgr,NA,Tak,Interaktywne wizualizacje w R i plotly - case study,Efektywna i efektowna wizualizacja w ggplot2,Specjalista ds. Analiz i Rozwoju Rynku,"metodologia statystyczna, wizualizacja danych, R w biznesie, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","Big Data i hurtownie danych, odtwarzalne obliczenia, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, tworzenie i wizualizacja map","R, RStudio, Excel, Alteryx, SAP BI","dplyr, tidyverse, ggplot2, plotly, amRcharts, shiny, shinydashboard",4,1,Mężczyzna,Polska,Toruń,TRUE,NA
3/20/2017 15:02:32,mgr inż.,"zaawansowany, produktywny, wydajny",Tak,XGBoost rządzi,Kombajn do uczenia maszynowego - MLR w praktyce,network engineer,telecommunication,"wizualizacja danych, Big Data i hurtownie danych, statystyczne uczenie maszynowe i modele predykcyjne",NA,NA,0,0,Mężczyzna,Polska,Warszawa,TRUE,45
3/21/2017 7:41:23,NA,NA,Tak,Interaktywne wizualizacje w R i plotly - case study,"Nie pisz kodu, pisz prozę - wprowadzenie do pakietu dplyr",asystent,"wizualizacja danych, bioinformatyka, biostatystyka i epidemiologia","badania kliniczne, wizualizacja danych, bioinformatyka, biostatystyka i epidemiologia, tworzenie raportów i dashboardów",r,ggplot2,6,0.5,Mężczyzna,Polska,Warszawa,FALSE,34
3/21/2017 8:22:44,mgr,NA,Tak,Interaktywne wizualizacje w R i plotly - case study,Text mining w R,Kierownik ds Analiz Biznesowych,"metodologia statystyczna, Big Data i hurtownie danych, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, tworzenie raportów i dashboardów","wizualizacja danych, Big Data i hurtownie danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja","spss modeler, sap hana, postgresql",NA,11,0.5,Mężczyzna,Polska,Warszawa,TRUE,NA
3/21/2017 10:28:17,mgr,NA,Tak,Analiza danych sondażowych w R,Zastosowanie R w Power BI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
3/21/2017 14:07:44,mgr,NA,Tak,Kiedy brakuje wydajności... R i C++ = Rcpp,Kombajn do uczenia maszynowego - MLR w praktyce,Lead CRM Analyst,"R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, tworzenie raportów i dashboardów","Big Data i hurtownie danych, obliczenia wysokowydajnościowe","R, Tableau, BW, SAP, Optivo, Webtrekk, Excel","dplyr, data.table, recommenderlab, h2o, rvest, selenium, memisc, sqldf, stringr",4,1,Mężczyzna,Polska,Warszawa,FALSE,26
3/21/2017 18:52:41,mgr,A dlaczego nie? Czy ktoś zna lepsze narzędzie?,Tak,Interaktywne wizualizacje w R i plotly - case study,Klasyfikacja wieloetykietowa z pakietem R,Senior Analyst,"metodologia statystyczna, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, tworzenie raportów i dashboardów","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja","Oracle, SAS, R,","dplyr, Information, ggplot2, gmodels",4,1,Mężczyzna,Polska,Warszawa,TRUE,NA
3/23/2017 8:22:32,dr inż.,Uniwersalne narzędzie analizy danych,Tak,Analiza danych sondażowych w R,Klasyfikacja wieloetykietowa z pakietem R,Analityk,"badania kliniczne, biostatystyka i epidemiologia, analiza tekstu","badania kliniczne, bioinformatyka, odtwarzalne obliczenia, R w badaniach społecznych, biostatystyka i epidemiologia, analiza tekstu, tworzenie raportów i dashboardów","R, VBA","Rcmdr, plyr, data.table, car, stringr, multcomp",20,5,Mężczyzna,Polska,Proszowice,TRUE,45
3/23/2017 15:04:01,NA,NA,Tak,Żadnym,Żadnym,Dyrektor ds. Danych,R w biznesie,"wizualizacja danych, R w biznesie",NA,NA,11,4,Mężczyzna,Polska,Warszawa,TRUE,NA
3/25/2017 22:43:35,mgr,NA,Tak,Analiza danych sondażowych w R,Żadnym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
3/26/2017 20:23:35,mgr,NA,Nie,Analiza danych sondażowych w R,mirt: skalowanie odpowiedzi lepsze niż PCA,Data analyst,"metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, odtwarzalne obliczenia, klastrowanie i segmentacja, R w badaniach społecznych, tworzenie raportów i dashboardów","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, statystyka przestrzenna, tworzenie i wizualizacja map, R w badaniach społecznych, analiza tekstu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","R, SPSS, SQL Server, Oracle SQL Developer, Excel","dplyr, haven, relaimpo",5,3,Mężczyzna,Polska,Poznań,TRUE,NA
3/26/2017 21:40:14,mgr inż.,Bo pozwala na dużą automatyzację.,Tak,Kiedy brakuje wydajności... R i C++ = Rcpp,Żadnym,Data Scientist,"wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, analiza tekstu, obliczenia w chmurze, analiza szeregów czasowych, aplikacje shiny i htmlwidgets","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, tworzenie i wizualizacja map, R w badaniach społecznych, analiza tekstu, obliczenia w chmurze, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","Redshift, GCP","plotly, tidyverse, DBI, shiny, ggplot2",7,2,Mężczyzna,Polska,Poznań,TRUE,NA
3/26/2017 22:52:34,mgr inż.,"Why not? ;) R to potężne narzędzie, darmowe i stosowane coraz chętniej w Life Sciences",Tak,Żadnym,Żadnym,doktorant,integracja R z innymi językami/środowiskami,"integracja R z innymi językami/środowiskami, bioinformatyka, społeczność R w Polsce, biostatystyka i epidemiologia",Python,Dopiero zaczynam kodzić w R,1,0,Kobieta,Polska,Łódź,FALSE,29
3/27/2017 9:40:48,mgr,NA,Tak,XGBoost rządzi,mirt: skalowanie odpowiedzi lepsze niż PCA,Data Scientist,"metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, R w biznesie","metodologia statystyczna, wizualizacja danych, R w biznesie, obliczenia w chmurze, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","R, SQL, GoogleCloud,","tidyverse, ggplot, itp.",4,4,Mężczyzna,Polska,Poznań,TRUE,NA
3/27/2017 9:41:37,mgr,NA,Tak,XGBoost rządzi,mirt: skalowanie odpowiedzi lepsze niż PCA,NA,"R w biznesie, edukacja R i R w edukacji","metodologia statystyczna, R w biznesie, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia",NA,NA,NA,NA,Mężczyzna,Polska,Poznań,TRUE,NA
3/28/2017 8:36:41,NA,NA,Tak,Analiza danych sondażowych w R,mirt: skalowanie odpowiedzi lepsze niż PCA,NA,e-learning,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
3/28/2017 11:57:16,NA,NA,Tak,Żadnym,mirt: skalowanie odpowiedzi lepsze niż PCA,Data Scientist,NA,NA,NA,NA,NA,NA,Kobieta,Polska,Poznań,TRUE,33
3/28/2017 13:30:31,dr,NA,Tak,Interaktywne wizualizacje w R i plotly - case study,mirt: skalowanie odpowiedzi lepsze niż PCA,Statystyk,"metodologia statystyczna, wizualizacja danych, edukacja R i R w edukacji, klastrowanie i segmentacja","metodologia statystyczna, wizualizacja danych, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, analiza i przetwarzanie obrazu, aplikacje shiny i htmlwidgets",NA,"dplyr, ggplot2, geomorph, FactoMineR",7,4,Mężczyzna,Polska,Warszawa,TRUE,32
3/29/2017 10:56:51,mgr,NA,Tak,XGBoost rządzi,Żadnym,NA,"integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, tworzenie raportów i dashboardów, Risk management","integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, obliczenia wysokowydajnościowe, tworzenie i wizualizacja map, analiza tekstu, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów",NA,NA,5,4,Mężczyzna,Polska,Warszawa,TRUE,28
3/29/2017 15:43:53,mgr,NA,Tak,XGBoost rządzi,Żadnym,Data Scientist,"wizualizacja danych, odtwarzalne obliczenia, klastrowanie i segmentacja, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","metodologia statystyczna, wizualizacja danych, Big Data i hurtownie danych, społeczność R w Polsce, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, tworzenie i wizualizacja map, R w badaniach społecznych, analiza tekstu, obliczenia w chmurze, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","R, SQL, Shiny",Tidyverse,3,3,Mężczyzna,Polska,Poznań,TRUE,26
4/4/2017 12:41:08,dr,"Ponieważ sprawdza się doskonale podczas realizacji interdyscyplinarnych projektów badawczych, w których niezbędne jest wykonywanie szybkich obliczeń, prototypowanie, a następnie dzielenie się wynikami pracy z zespołem i odbiorcami.",Tak,Żadnym,Żadnym,"dyrektor programowy, niezależny badacz","wizualizacja danych, tworzenie i wizualizacja map, R w badaniach społecznych",NA,"R, Python, Open Refine, Google Sheets, QGIS, Highcharts","dplyr, tidyr, ggplot2, rfacebook, stringr, plotly, highcharter, rmarkdown",1,1,Mężczyzna,Polska,Katowice,TRUE,34
4/4/2017 15:04:15,mgr,NA,Tak,Machine Learning w R przy użyciu H2O,Żadnym,Data scientist,"wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, tworzenie i wizualizacja map, analiza szeregów czasowych, aplikacje shiny i htmlwidgets","R, hive","dplyr, shiny, DT, jsonlite, httr, stringi, tidyr, RJDBC, gdata, googleVis, ggplot2, cluster, pvclust, leaflet,",5,7,Mężczyzna,Polska,Warszawa,TRUE,30
4/4/2017 15:19:45,mgr,NA,Tak,Kiedy brakuje wydajności... R i C++ = Rcpp,Żadnym,Specjalista Data Mining,"wizualizacja danych, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","wizualizacja danych, odtwarzalne obliczenia, analiza tekstu, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów",NA,"dplyr,stringi,data.table",NA,4,Kobieta,Polska,Warszawa,TRUE,NA
4/4/2017 15:29:49,NA,Becau S e,Tak,Żadnym,Żadnym,Analityk danych internetowych,aplikacje shiny i htmlwidgets,R w badaniach społecznych,NA,NA,2,1,Mężczyzna,Polska,Warszawa,TRUE,NA
4/4/2017 16:14:11,mgr,NA,Tak,Interaktywne wizualizacje w R i plotly - case study,Żadnym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
4/5/2017 8:41:29,mgr,NA,Tak,Analiza danych sondażowych w R,Żadnym,specjalista do spraw badań edukacyjnych,"edukacja R i R w edukacji, R w badaniach społecznych","wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, społeczność R w Polsce, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, R w badaniach społecznych",NA,NA,11,1,Mężczyzna,Polska,Kraków,FALSE,35
4/5/2017 10:04:48,mgr,kombajn do przetwarzania kultury do Excela :),Tak,Social Network Analysis w R,Text mining w R,NA,"edukacja R i R w edukacji, R w badaniach społecznych, analiza tekstu","wizualizacja danych, edukacja R i R w edukacji, R w badaniach społecznych, analiza tekstu, web scrapping, badania archiwów Webu","R, języki webowe, php","xml2,stringi,tm",1,1,Mężczyzna,Polska,Warszawa,TRUE,NA
4/5/2017 18:55:57,NA,NA,Tak,"Pakiet rvest, czyli web scrapingu wybrane przypadki",Efektywna i efektowna wizualizacja w ggplot2,Analityk,"metodologia statystyczna, wizualizacja danych, tworzenie raportów i dashboardów","metodologia statystyczna, Big Data i hurtownie danych, statystyczne uczenie maszynowe i modele predykcyjne",NA,"dplyr, data.table",7,1,Kobieta,Polska,Warszawa,TRUE,NA
4/9/2017 0:57:38,mgr,NA,Tak,Social Network Analysis w R,Text mining w R,NA,"statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
4/10/2017 8:29:08,mgr,NA,Tak,MicrosoftML - State of the art Machine Learning Microsoft,Zastosowanie R w Power BI,Młodszy Specjalista ds. Analiz i Rozwoju Rynku,"wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, odtwarzalne obliczenia, klastrowanie i segmentacja, obliczenia wysokowydajnościowe, analiza i przetwarzanie obrazu, analiza szeregów czasowych, tworzenie raportów i dashboardów","wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, odtwarzalne obliczenia, klastrowanie i segmentacja, obliczenia wysokowydajnościowe, analiza i przetwarzanie obrazu, analiza szeregów czasowych, tworzenie raportów i dashboardów","Pakiet Microsoft Office, SAP Business Inteligent, Alteryx, R",PogromcyDanych forecast,2,1,Kobieta,Polska,Toruń,TRUE,26
4/11/2017 10:12:49,lic.,NA,Tak,Social Network Analysis w R,Text mining w R,Junior Business Analyst,"R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, R w badaniach społecznych, analiza tekstu","integracja R z innymi językami/środowiskami, R w biznesie, społeczność R w Polsce, statystyczne uczenie maszynowe i modele predykcyjne, R w badaniach społecznych, analiza tekstu","R, SQL, HTML, JavaScript, Google Apps Script, Selenium","httr, rvest, RSelenium, glmnet, stirngi, tm, caret",2,3,Mężczyzna,Polska,Kraków,TRUE,NA
4/11/2017 13:12:31,dr inż.,"R jest językiem dla ludzi oraz ""zdającym sobie sprawę"" z uwarunkowań i ograniczeń rzeczywistości którą chcemy nim opisać.",Tak,Wróżenie z punktów - ordynacja w eksploracji danych,Klasyfikacja wieloetykietowa z pakietem R,adiunkt,NA,"R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, obliczenia wysokowydajnościowe, statystyka przestrzenna, biostatystyka i epidemiologia","mathematica, matlab",cluster,8,1,Mężczyzna,Polska,Warszawa,TRUE,NA
4/12/2017 7:20:44,NA,Because ggplot :),Tak,"Pakiet rvest, czyli web scrapingu wybrane przypadki",mirt: skalowanie odpowiedzi lepsze niż PCA,NA,"wizualizacja danych, statystyczne uczenie maszynowe i modele predykcyjne, R w badaniach społecznych, neuronauka","metodologia statystyczna, wizualizacja danych, społeczność R w Polsce, statystyczne uczenie maszynowe i modele predykcyjne, R w badaniach społecznych, analiza tekstu","Python, R","ggplot2, reshape2",1,1,Mężczyzna,Polska,Warszawa,FALSE,0
4/14/2017 10:24:39,lic.,"Używam R w dziedzinie, w której nigdy bym nie pomyślała, że będę, czyli w rybołówstwie i znakomicie się przy tym sprawdza!",Tak,Kiedy brakuje wydajności... R i C++ = Rcpp,Złożone schematy doboru próby - pakiet survey,Specjalista,"metodologia statystyczna, wizualizacja danych, bioinformatyka, klastrowanie i segmentacja, statystyka przestrzenna, tworzenie i wizualizacja map","metodologia statystyczna, wizualizacja danych, bioinformatyka, społeczność R w Polsce, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, statystyka przestrzenna, tworzenie i wizualizacja map",NA,"vmstools, ggplot, HMM, COSTcore",2,4,Kobieta,Polska,Gdańsk,TRUE,NA
4/17/2017 23:03:49,NA,R jest darmowe i staje się - a może już jest - lingua franca statystyków i analityków danych.,Tak,"Pakiet rvest, czyli web scrapingu wybrane przypadki",Zastosowanie R w Power BI,adiunkt,"metodologia statystyczna, R w biznesie, ekonomia, finanse i ubezpieczenia, R w badaniach społecznych, tworzenie raportów i dashboardów","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, statystyka przestrzenna, analiza tekstu, analiza i przetwarzanie obrazu, analiza szeregów czasowych, tworzenie raportów i dashboardów","Excel, SQLServer, Oracle, C++, R, Python","ggplot2, Rcpp",18,3,Mężczyzna,Polska,Gdynia,TRUE,NA
4/18/2017 0:25:46,NA,NA,Tak,"Pakiet rvest, czyli web scrapingu wybrane przypadki",Web scraping w R i nie tylko,NA,"wizualizacja danych, edukacja R i R w edukacji",tworzenie i wizualizacja map,NA,NA,NA,NA,Mężczyzna,Polska,Warszawa,FALSE,40
4/19/2017 19:06:46,dr,Community,Tak,Analiza danych sondażowych w R,Żadnym,NA,"metodologia statystyczna, wizualizacja danych, R w biznesie, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, tworzenie raportów i dashboardów","metodologia statystyczna, badania kliniczne, wizualizacja danych, integracja R z innymi językami/środowiskami, bioinformatyka, Big Data i hurtownie danych, R w biznesie, społeczność R w Polsce, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, statystyka przestrzenna, tworzenie i wizualizacja map, R w badaniach społecznych, biostatystyka i epidemiologia, analiza tekstu, obliczenia w chmurze, analiza i przetwarzanie obrazu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets",R,NA,4,2,Kobieta,Polska,Warszawa,TRUE,36
4/20/2017 11:30:26,NA,NA,Tak,Machine Learning w R przy użyciu H2O,Żadnym,Programista Java/Big Data,"Big Data i hurtownie danych, analiza tekstu",analiza tekstu,"Java, Hadoop, R","stringi, dplyr",4,5,Mężczyzna,Polska,Warszawa,TRUE,NA
4/20/2017 13:05:51,lic.,R jest przejrzystym językiem programowania z łatwo dostępną dokumentacją pakietów.,Tak,XGBoost rządzi,Złożone schematy doboru próby - pakiet survey,Specjalista,odtwarzalne obliczenia,biostatystyka i epidemiologia,NA,NA,NA,NA,Kobieta,Polska,Gdańsk,TRUE,NA
4/21/2017 11:39:40,NA,NA,Tak,Machine Learning w R przy użyciu H2O,Kombajn do uczenia maszynowego - MLR w praktyce,Managing Partner,"Big Data i hurtownie danych, rozwój oprogramowania, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, obliczenia wysokowydajnościowe, R w badaniach społecznych, analiza tekstu, obliczenia w chmurze, analiza i przetwarzanie obrazu, analiza szeregów czasowych, tworzenie raportów i dashboardów","badania kliniczne, bioinformatyka, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, odtwarzalne obliczenia, analiza tekstu, obliczenia w chmurze","tensorflow, nlp, theano, nosql","tm, tidyverse, caret, ggplot2",10,5,Mężczyzna,Polska,Łódź,FALSE,NA
4/21/2017 17:31:16,mgr inż.,NA,Tak,Analiza danych sondażowych w R,Kombajn do uczenia maszynowego - MLR w praktyce,Architekt systemu,"integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, analiza tekstu",R w badaniach społecznych,Sql server,NA,10,0,Mężczyzna,Polska,Warszawa,TRUE,35
4/21/2017 21:41:01,NA,bo dobry i za free,Tak,Social Network Analysis w R,Klasyfikacja wieloetykietowa z pakietem R,analityk,"wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, statystyka przestrzenna, tworzenie i wizualizacja map, analiza tekstu, analiza szeregów czasowych, tworzenie raportów i dashboardów","integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, statystyka przestrzenna, tworzenie i wizualizacja map, analiza tekstu",NA,NA,12,7,Kobieta,Polska,Warszawa,TRUE,NA
4/23/2017 21:55:33,NA,NA,Tak,Interaktywne wizualizacje w R i plotly - case study,Żadnym,NA,"wizualizacja danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, analiza szeregów czasowych, tworzenie raportów i dashboardów","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, tworzenie i wizualizacja map, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów",NA,"ggplot2, tidyr,dplyr, caret, leaflet, rmarkdown",5,4,Mężczyzna,NA,NA,TRUE,NA
4/24/2017 9:32:35,mgr inż.,"Wszechstronne narzędzie do obróbki danych, open source, społeczność",Tak,Żadnym,Żadnym,"Senior Energy and Sustainability Analyst, CBRE","wizualizacja danych, R w biznesie, społeczność R w Polsce, statystyczne uczenie maszynowe i modele predykcyjne, tworzenie raportów i dashboardów","wizualizacja danych, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, statystyczne uczenie maszynowe i modele predykcyjne, obliczenia wysokowydajnościowe, obliczenia w chmurze, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","energetyka, MS Office, Power BI, CloudApps, Salesforce, VBA, R, Python","dplyr, ggplot2, shiny, tidyr, chron",17,2,Mężczyzna,Polska,Warszawa,TRUE,NA
4/24/2017 13:10:00,mgr inż.,NA,Tak,Żadnym,Żadnym,asystent naukowy,bioinformatyka,"badania kliniczne, wizualizacja danych, bioinformatyka, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, biostatystyka i epidemiologia","python, R",NA,2,2,Kobieta,Polska,Warszawa,TRUE,NA
4/25/2017 10:27:46,mgr,Why not?,Tak,Interaktywne wizualizacje w R i plotly - case study,Żadnym,Analityk CRM,"wizualizacja danych, R w biznesie, ekonomia, finanse i ubezpieczenia, analiza szeregów czasowych, tworzenie raportów i dashboardów","metodologia statystyczna, Big Data i hurtownie danych, klastrowanie i segmentacja","MS SQL, bazy MySQL","dplyr, ggplot2, + zadaniowo inne",6,2,Mężczyzna,Polska,Warszawa,TRUE,36
4/25/2017 15:31:14,mgr,NA,Tak,Interaktywne wizualizacje w R i plotly - case study,"Nie pisz kodu, pisz prozę - wprowadzenie do pakietu dplyr",NA,"metodologia statystyczna, wizualizacja danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, R w badaniach społecznych, tworzenie raportów i dashboardów","metodologia statystyczna, wizualizacja danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, R w badaniach społecznych","SPSS, Excel","Dplyr, GGPlot2, Data.table, reshape2, tidyr, lubridate",10,1,Kobieta,Polska,Poznań,TRUE,NA
4/25/2017 21:56:26,dr inż.,NA,Tak,Żadnym,Żadnym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
4/26/2017 8:17:37,inż.,bo może dużo :-),Tak,Social Network Analysis w R,Text mining w R,Kierownik ds. analiz,"wizualizacja danych, Big Data i hurtownie danych, tworzenie raportów i dashboardów","wizualizacja danych, Big Data i hurtownie danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, analiza tekstu, aplikacje shiny i htmlwidgets","hurtownia danych, sql,microsoft office, tableau","ROracle, dplyr, shiny,dprep,doBy,DBI,RODBC, ggplot2",10,0.5,Mężczyzna,Polska,Żyrardów,TRUE,38
4/26/2017 15:13:45,mgr,NA,Tak,Social Network Analysis w R,Web scraping w R i nie tylko,Econometric Modelling Manager,"metodologia statystyczna, wizualizacja danych, R w biznesie, analiza tekstu","metodologia statystyczna, badania kliniczne, wizualizacja danych, integracja R z innymi językami/środowiskami, R w biznesie, społeczność R w Polsce, klastrowanie i segmentacja",NA,"ggplot2, stats",10,4,Kobieta,Polska,Warszawa,TRUE,NA
4/26/2017 20:11:20,dr,bo jest wszechstronny,Tak,Wróżenie z punktów - ordynacja w eksploracji danych,"Nie pisz kodu, pisz prozę - wprowadzenie do pakietu dplyr",NA,NA,NA,NA,"vegan, ggplot,",1,1,Kobieta,Polska,Wrocław,FALSE,NA
4/26/2017 21:01:58,NA,NA,Tak,Social Network Analysis w R,Zastosowanie R w Power BI,Analityk,"rozwój oprogramowania, tworzenie raportów i dashboardów","metodologia statystyczna, rozwój oprogramowania, R w biznesie, klastrowanie i segmentacja, R w badaniach społecznych, tworzenie raportów i dashboardów",".NET, Java,",NA,1,1,Kobieta,Polska,Warszawa,FALSE,NA
